"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2010-039664","特願2008-200473","2008/08/04","2010/02/18","無人搬送車の経路の補正システム","株式会社安川電機","G05D1/02@J,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/243,G05D1/245,G05D1/246,G05D1/43,G05D1/60,G05D1/648,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D107:70,G05D109:00,G05D109:10,G05D111:00","特開2010-039664","","特許5077567","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-039664/11/ja"
"特開2010-036644","特願2008-199496","2008/08/01","2010/02/18","搬送台車と無人搬送車の自動連結装置","矢崎化工株式会社","B61B13/00@S,B61G1/04","特開2010-036644","","特許5132471","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-036644/11/ja"
"特開2010-033434","特願2008-196515","2008/07/30","2010/02/12","無人搬送車用誘導テープ認識装置","株式会社椿本チエイン","G05D1/02@A,G05D1/24,G05D1/244,G05D1/43,G05D1/60,G05D1/644,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:60,G05D111:67","特開2010-033434","","特許5127625","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-033434/11/ja"
"特開2010-026628","特願2008-184741","2008/07/16","2010/02/04","無人搬送車","ユニキャリア株式会社","G05D1/02@A,G05D1/02@W,G05D1/24,G05D1/244,G05D1/43,G05D1/60,G05D1/644,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:60,G05D111:67","特開2010-026628","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-026628/11/ja"
"特開2010-015378","特願2008-174654","2008/07/03","2010/01/21","磁気誘導方式無人搬送車用の誘導路構造体","株式会社椿本チエイン","G05D1/02@A,G05D1/244,G05D1/43,G05D1/60,G05D1/644,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10","特開2010-015378","","特許5127601","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-015378/11/ja"
"特開2009-298223","特願2008-152901","2008/06/11","2009/12/24","無人搬送車","株式会社ＩＨＩ","B61B13/00@A,B61D47/00@A,B65G1/00,501@C,G05D1/02@Z,G05D1/229,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:30,G05D111:63","特開2009-298223","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-298223/11/ja"
"特開2009-278775","特願2008-127448","2008/05/14","2009/11/26","無人搬送車用の自動充電装置","株式会社豊田自動織機","B60L11/18@C,H02J7/00,301@B,B60L53/14","特開2009-278775","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-278775/11/ja"
"特開2009-266049","特願2008-116540","2008/04/28","2009/11/12","無人搬送車を用いた搬送装置","中西金属工業株式会社","B61B13/00@N,B61B13/00@V,B61B13/04@B,G05D1/02@P,G05D1/02@S,G05D1/226,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/644,G05D1/646,G05D1/69,G05D1/692,G05D1/693,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00","特開2009-266049","","特許5136187","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-266049/11/ja"
"特開2009-230238","特願2008-072040","2008/03/19","2009/10/08","無人搬送車の横行姿勢制御装置及び横行姿勢制御方法","日産自動車株式会社,愛知機械テクノシステム株式会社","G05D1/02@W,G05D1/24,G05D1/43,G05D1/60,G05D1/644,G05D1/646,G05D1/65,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:60,G05D111:67","特開2009-230238","","特許5280076","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-230238/11/ja"
"特開2009-223573","特願2008-066696","2008/03/14","2009/10/01","無人搬送車の走行モード切替制御装置及び切替制御方法","日産自動車株式会社,愛知機械テクノシステム株式会社","G05D1/02@W,G05D1/43,G05D1/60,G05D1/644,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D109:00","特開2009-223573","","特許5346480","拒絶2013-002694","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-223573/11/ja"
"特開2009-223571","特願2008-066674","2008/03/14","2009/10/01","無人搬送車の横行姿勢補正装置及び横行姿勢補正方法","日産自動車株式会社,愛知機械テクノシステム株式会社","G05D1/02@A,G05D1/02@Q,G05D1/24,G05D1/244,G05D1/43,G05D1/60,G05D1/611,G05D1/644,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:60","特開2009-223571","","特許5130086","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-223571/11/ja"
"特開2009-223570","特願2008-066642","2008/03/14","2009/10/01","無人搬送車およびその制御方法並びに無人搬送車の走行ライン","日産自動車株式会社,愛知機械テクノシステム株式会社","G05D1/02@W,G05D1/225,G05D1/229,G05D1/43,G05D1/60,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10","特開2009-223570","","特許5134403","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-223570/11/ja"
"特開2009-223567","特願2008-066618","2008/03/14","2009/10/01","無人搬送車の前後進モード切替制御装置及び前後進モード切替制御方法","日産自動車株式会社,愛知機械テクノシステム株式会社","B61B13/00@A,G05D1/02@J,G05D1/24,G05D1/242,G05D1/243,G05D1/43,G05D1/60,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:60","特開2009-223567","","特許5274060","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-223567/11/ja"
"特開2009-211442","特願2008-054191","2008/03/05","2009/09/17","無人搬送車の制御方法","ユニキャリア株式会社","G05D1/02@S,G05D1/225,G05D1/229,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/646,G05D1/693,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:63","特開2009-211442","","特許4974934","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-211442/11/ja"
"特開2009-146322","特願2007-325432","2007/12/18","2009/07/02","無人搬送車を用いた作業システム","マツダ株式会社","B65G1/00,501@C,G05D1/02@P,G05D1/225,G05D1/226,G05D1/229,G05D1/248,G05D1/43,G05D1/60,G05D1/656,G05D1/678,G05D1/69,G05D1/698,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10","特開2009-146322","","特許4952565","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-146322/11/ja"
"特開2009-143716","特願2007-325429","2007/12/18","2009/07/02","無人搬送車を用いた混流作業ラインシステム","マツダ株式会社","B23P21/00,307@Z,B65G1/00,501@C,G05D1/02@P,G05D1/224,G05D1/225,G05D1/226,G05D1/229,G05D1/248,G05D1/43,G05D1/60,G05D1/69,G05D1/692,G05D1/698,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:30","特開2009-143716","","特許5228469","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-143716/11/ja"
"特開2009-113902","特願2007-287276","2007/11/05","2009/05/28","新聞巻取紙無人搬送車","株式会社椿本チエイン","B65H19/12@A,B65H19/12@Z","特開2009-113902","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-113902/11/ja"
"特開2009-107798","特願2007-283378","2007/10/31","2009/05/21","巻取シート状物無人搬送車の残芯回収装置","株式会社椿本チエイン","B65H19/12@A","特開2009-107798","","特許5079455","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-107798/11/ja"
"特開2009-102113","特願2007-274326","2007/10/22","2009/05/14","新聞巻取紙無人搬送車","株式会社椿本チエイン","B61B13/00@A,B61D47/00@A,B65H19/12@A,B65H19/30@Z,B65H19/30,B66F7/06@A,B66F7/08@C,B66F9/06@P","特開2009-102113","","特許4919931","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-102113/11/ja"
"実登3150296","実願2009-000925","2009/02/23","2009/05/07","無人搬送車","株式会社豊田自動織機","G05D1/02@Z,G05D1/43,G05D1/60,G05D1/661,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10","","","実登3150296","","","","","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-3150296/25/ja"
"特開2009-096607","特願2007-271334","2007/10/18","2009/05/07","新聞巻取紙無人搬送車","株式会社椿本チエイン","B65H19/12@A,B66F7/06@A,B66F7/28@E","特開2009-096607","","特許4416817","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-096607/11/ja"
"特開2009-073235","特願2007-241769","2007/09/19","2009/04/09","無人搬送車","いすゞ自動車株式会社","B61B13/00@A","特開2009-073235","","特許5168459","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-073235/11/ja"
"特開2009-056838","特願2007-223716","2007/08/30","2009/03/19","無人搬送車及びその制御方法","村田機械株式会社","B61B13/00@A,B61B13/00@N,G05D1/02@R,G05D1/02@X,H02P7/67@F,G05D1/43,G05D1/60,G05D1/617,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10","特開2009-056838","","特許5309502","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-056838/11/ja"
"特開2009-051307","特願2007-218568","2007/08/24","2009/03/12","無人搬送車、該無人搬送車を備えた搬送移載システム、及び搬送移載方法","ムラテックオートメーション株式会社","B61B13/00@A,B61D47/00@A,H01L21/68@A","特開2009-051307","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-051307/11/ja"
"特開2009-026265","特願2007-191702","2007/07/24","2009/02/05","無人搬送車装置","株式会社日立プラントテクノロジー","G05D1/02@P,G05D1/43,G05D1/60,G05D1/646,G05D1/661,G05D1/69,G05D1/698,G05D105:00,G05D105:20,G05D107:00,G05D109:00","特開2009-026265","","特許4747274","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-026265/11/ja"
"特開2009-015539","特願2007-175688","2007/07/04","2009/01/22","無人搬送車システムにおける情報送信方法","株式会社豊田自動織機","G05D1/02@P,G05D1/02@R,G05D1/226,G05D1/24,G05D1/241,G05D1/43,G05D1/60,G05D1/617,G05D1/646,G05D1/69,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2009-015539","","特許4973342","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2009-015539/11/ja"
"特開2008-303026","特願2007-151504","2007/06/07","2008/12/18","無人搬送車の退避装置","株式会社豊田自動織機","B65G47/52,101@A","特開2008-303026","","特許4900063","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-303026/11/ja"
"特開2008-290862","特願2007-139817","2007/05/28","2008/12/04","無人搬送車の換気装置","ユニキャリア株式会社","B65G1/00,521@D,B65G1/04,555@Z,F24F7/06@C,H01L21/68@A","特開2008-290862","","特許5183097","拒絶2012-022882","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-290862/11/ja"
"特開2008-285284","特願2007-131855","2007/05/17","2008/11/27","無人搬送車の退避装置","株式会社豊田自動織機","B65G47/52,101,B65G47/52,101@A","特開2008-285284","","特許5012197","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-285284/11/ja"
"特開2008-264921","特願2007-110420","2007/04/19","2008/11/06","無人搬送車を用いた部品の加工ライン","トヨタ車体株式会社","B23K37/00@F,B23Q41/02@A","特開2008-264921","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-264921/11/ja"
"特開2008-238959","特願2007-081918","2007/03/27","2008/10/09","無人搬送車体","いすゞ自動車株式会社","B60G3/14,B61B13/00@A,B61B13/00@N","特開2008-238959","","特許5229442","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-238959/11/ja"
"特開2008-236997","特願2007-077331","2007/03/23","2008/10/02","無人搬送車および無人搬送システム","ＵＤトラックス株式会社","B60L11/18@C,B61B13/00@A,B61B13/00@V,B60L50/40,B60L53/10","特開2008-236997","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-236997/11/ja"
"特開2008-210416","特願2008-148516","2008/06/05","2008/09/11","無人搬送車","ムラテックオートメーション株式会社","G05D1/02@K,G05D1/228,G05D1/229,G05D1/24,G05D1/243,G05D1/245,G05D1/248,G05D1/43,G05D1/60,G05D1/617,G05D1/644,G05D1/80,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D107:70,G05D109:00,G05D109:10,G05D111:00","特開2008-210416","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-210416/11/ja"
"特開2008-197922","特願2007-032566","2007/02/13","2008/08/28","無人搬送車","日本車輌製造株式会社","G05D1/02@H,G05D1/02@W,G05D1/24,G05D1/245,G05D1/248,G05D1/43,G05D1/60,G05D1/644,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:50","特開2008-197922","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-197922/11/ja"
"特開2008-184329","特願2008-034446","2008/02/15","2008/08/14","無人搬送車の検品搬出方法","株式会社ＩＨＩ","B65G1/00,501@C,B65G1/137@A,G05D1/02@P,G05D1/226,G05D1/229,G05D1/43,G05D1/644,G05D1/646,G05D1/69,G05D1/692,G05D107:00,G05D107:20,G05D111:30","特開2008-184329","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-184329/11/ja"
"特開2008-162542","特願2007-000073","2007/01/04","2008/07/17","無人搬送車および無人搬送システム","トヨタ自動車株式会社","B61B13/00@A","特開2008-162542","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-162542/11/ja"
"特開2008-139963","特願2006-323472","2006/11/30","2008/06/19","無人搬送車体の制御方法","いすゞ自動車株式会社","B61B13/00@A,B61B13/00@N,B61B13/00@V,G05D1/02@A,G05D1/24,G05D1/242,G05D1/244,G05D1/43,G05D1/60,G05D1/644,G05D1/65,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2008-139963","","特許5051346","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-139963/11/ja"
"特開2008-137451","特願2006-324436","2006/11/30","2008/06/19","無人搬送車の自動充電方法及び装置","トヨタ自動車株式会社,日清紡ホールディングス株式会社,愛知電機株式会社","B60L5/00@B,B60M7/00@X","特開2008-137451","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-137451/11/ja"
"特開2008-129637","特願2006-310313","2006/11/16","2008/06/05","無人搬送車のガイド線構造","ニチユ三菱フォークリフト株式会社","G05D1/02@A,G05D1/244,G05D1/43,G05D1/60,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10","特開2008-129637","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-129637/11/ja"
"特開2008-128686","特願2006-310972","2006/11/17","2008/06/05","無人搬送車の二次電池監視装置","ニチユ三菱フォークリフト株式会社","G01R31/36,G05D1/02@R,H01M10/48@P,H02J7/00@M,H02J7/00@P,G01R31/374,G01R31/382,G01R31/3828,G01R31/3832,G01R31/385,G01R31/387,G05D1/43,G05D1/60,G05D1/617,G05D1/644,G05D1/646,G05D1/661,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10","特開2008-128686","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-128686/11/ja"
"特開2008-126709","特願2006-310661","2006/11/16","2008/06/05","無人搬送車","国立大学法人東京工業大学,日産自動車株式会社","B61B13/00@A,B61B13/00@L","特開2008-126709","","特許4953359","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-126709/11/ja"
"特開2008-117204","特願2006-300446","2006/11/06","2008/05/22","無人搬送車の交差点分岐制御方法およびその装置","日産自動車株式会社","G05D1/02@A,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/244,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/644,G05D1/65,G05D1/693,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2008-117204","","特許4978157","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-117204/11/ja"
"特開2008-114743","特願2006-300303","2006/11/06","2008/05/22","無人搬送車およびその制御方法","日産自動車株式会社","B61B13/00@C,B61B13/00@L,B61B13/00@N","特開2008-114743","","特許4984831","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-114743/11/ja"
"特開2008-083777","特願2006-260269","2006/09/26","2008/04/10","無人搬送車の誘導方法及び装置","多摩川精機株式会社","B61B13/00@N,G05D1/02@H,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/245,G05D1/248,G05D1/43,G05D1/60,G05D1/644,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:50,G05D111:60,G05D111:63,G05D111:67","特開2008-083777","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-083777/11/ja"
"特開2008-040936","特願2006-216662","2006/08/09","2008/02/21","無人搬送車の走行制御装置","株式会社明電舎","B60K41/00,301@B,B60K41/00,301@G,B60K41/00,340,B60K41/00,610@A,B60L9/18@P,B60L9/18,B60W10/08,B60W10/20,B60W30/00,B60W30/02,B61B13/00@N,B61B13/00@V,B61B13/00,G05D1/02@X,G05D1/02,G05D1/43,G05D1/60,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10","特開2008-040936","","特許4665864","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-040936/11/ja"
"特開2008-033477","特願2006-204197","2006/07/27","2008/02/14","無人搬送車の制御方法","株式会社明電舎","B61B13/00@N,B61B13/00@V,G05D1/02@H,G05D1/228,G05D1/229,G05D1/24,G05D1/245,G05D1/43,G05D1/60,G05D1/622,G05D1/65,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:50","特開2008-033477","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-033477/11/ja"
"特開2008-033476","特願2006-204196","2006/07/27","2008/02/14","無人搬送車の制御方法","株式会社明電舎","B61B13/00@N,B61B13/00@V,G05D1/02,G05D1/229,G05D1/24,G05D1/248,G05D1/43,G05D1/60,G05D1/622,G05D1/65,G05D1/656,G05D1/678,G05D1/69,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2008-033476","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-033476/11/ja"
"特開2008-030549","特願2006-204195","2006/07/27","2008/02/14","無人搬送車の従動輪旋回制限機構","株式会社明電舎","B60B33/02,B61B13/00@A,B61B13/00@N","特開2008-030549","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-030549/11/ja"
"特開2008-009765","特願2006-180220","2006/06/29","2008/01/17","無人搬送車、無人搬送車運転システム、その制御方法、記録媒体、ソフトウェア、ブロックパターン及び広域パターン","株式会社リコー","B61B13/00@N,B61B13/00@V,B65G1/00,501@C,G05D1/02@K,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/243,G05D1/246,G05D1/248,G05D1/43,G05D1/60,G05D1/617,G05D1/622,G05D1/644,G05D1/65,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2008-009765","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-009765/11/ja"
"特開2008-009664","特願2006-178875","2006/06/29","2008/01/17","四輪操舵式無人搬送車の操舵制御方法","日本車輌製造株式会社","B62D7/14@Z,B62D7/15@E,G05D1/02@W,G05D1/43,G05D1/60,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10","特開2008-009664","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2008-009664/11/ja"
"特開2007-328442","特願2006-157641","2006/06/06","2007/12/20","無人搬送車","日本車輌製造株式会社","B61B13/00@K,B61B13/00@N,G05D1/02@J,G05D1/02@X,G05D1/228,G05D1/229,G05D1/24,G05D1/243,G05D1/43,G05D1/60,G05D1/617,G05D1/644,G05D1/646,G05D1/65,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2007-328442","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-328442/11/ja"
"特開2007-320364","特願2006-150449","2006/05/30","2007/12/13","港湾荷役システムにおける無人搬送車の制御方法","株式会社豊田自動織機","B61B13/00@N,B61B13/00@V,B65G63/00@J","特開2007-320364","","特許5055840","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-320364/11/ja"
"特開2007-299055","特願2006-124197","2006/04/27","2007/11/15","無人搬送車搬送システムの制御装置","シャープ株式会社","B61B13/00@V,G05D1/02@P,G05D1/224,G05D1/225,G05D1/226,G05D1/229,G05D1/43,G05D1/60,G05D1/646,G05D1/69,G05D1/698,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10","特開2007-299055","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-299055/11/ja"
"特開2007-283958","特願2006-115490","2006/04/19","2007/11/01","無人搬送車のサスペンション装置","株式会社ＫＫＳ","B60G3/14,B60G11/14,B60G21/05,B61B13/00@A,F16F15/067","特開2007-283958","","特許4353956","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-283958/11/ja"
"特開2007-279926","特願2006-103691","2006/04/05","2007/10/25","無人搬送車の稼動状況監視システム","株式会社日立プラントテクノロジー","G05B23/02@V,G05D1/02@P,G05D1/225,G05D1/226,G05D1/229,G05D1/24,G05D1/245,G05D1/43,G05D1/60,G05D1/644,G05D1/646,G05D1/69,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:30","特開2007-279926","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-279926/11/ja"
"特開2007-210408","特願2006-031302","2006/02/08","2007/08/23","無人搬送車","株式会社明電舎","B60G11/14,B61B13/00@A,B61B13/00@N","特開2007-210408","","特許4779683","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-210408/11/ja"
"特開2007-210407","特願2006-031299","2006/02/08","2007/08/23","無人搬送車のアウトリガー","株式会社明電舎","B60S9/04,B61B13/00@L,B66F9/075@L","特開2007-210407","","特許4788369","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-210407/11/ja"
"特開2007-210406","特願2006-031298","2006/02/08","2007/08/23","無人搬送車のアウトリガー","株式会社明電舎","B60S9/04","特開2007-210406","","特許4788368","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-210406/11/ja"
"特開2007-148525","特願2005-338708","2005/11/24","2007/06/14","無人搬送車の運行制御装置","マツダ株式会社","G05D1/02@P,G05D1/224,G05D1/225,G05D1/226,G05D1/229,G05D1/24,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/65,G05D1/69,G05D1/692,G05D1/693,G05D1/698,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:30","特開2007-148525","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-148525/11/ja"
"特開2007-140795","特願2005-332119","2005/11/16","2007/06/07","無人搬送車の自動充電システム","新明工業株式会社","B61B13/00@T,B61B13/00@V,G05D1/02@Z,G05D1/228,G05D1/229,G05D1/24,G05D1/43,G05D1/60,G05D1/622,G05D1/644,G05D1/65,G05D1/661,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00","特開2007-140795","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-140795/11/ja"
"特開2007-134130","特願2005-325103","2005/11/09","2007/05/31","無人搬送車の電池充放電管理システム","株式会社椿本チエイン","B60L3/00@S,H01M10/44@A,H01M10/44@P,H02J7/02@B","特開2007-134130","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-134130/11/ja"
